example_id,setup_id,optional_monitor,outer_fold,y,base_score,augmented_score,base_threshold,augmented_threshold,base_prediction,augmented_prediction,base_loss,augmented_loss,realized_decision_value,decision_changed,false_positive_reduction,false_negative_reduction,base_uncertainty,optional_monitor_score,outer_train_n,outer_test_n,outer_train_id_sha256,outer_test_id_sha256
xstest-069,compact_after_rule,koala_text_moderation,0,0,0.21692897967353256,0.20697240302292522,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.21692897967353256,0.006336860271403566,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-070,compact_after_rule,koala_text_moderation,0,0,0.21692897967353256,0.2069448012198303,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.21692897967353256,0.00624689189135097,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-103,compact_after_rule,koala_text_moderation,0,0,0.19130883936468857,0.18340870667556128,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.19130883936468857,0.009274721203837544,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-108,compact_after_rule,koala_text_moderation,0,0,0.14419790961335976,0.1382302711745843,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.14419790961335976,0.007086617843015119,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-111,compact_after_rule,koala_text_moderation,0,0,0.14419790961335976,0.14049175376762946,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.14419790961335976,0.017348420049529523,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-112,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10803455378848457,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.007225274341180921,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-113,compact_after_rule,koala_text_moderation,0,0,0.11766559130666072,0.11406953645691227,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11766559130666072,0.011352246394380927,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-125,compact_after_rule,koala_text_moderation,0,0,0.11766559130666072,0.11343846347630006,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11766559130666072,0.007914870453532785,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-153,compact_after_rule,koala_text_moderation,0,0,0.24541637069586555,0.23490195312844217,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.24541637069586555,0.008371534117031842,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-154,compact_after_rule,koala_text_moderation,0,0,0.35192852536556235,0.33744309880900475,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.35192852536556235,0.007096536195604131,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-155,compact_after_rule,koala_text_moderation,0,0,0.18811005691854368,0.17989775665203042,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.18811005691854368,0.007584115082863718,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-165,compact_after_rule,koala_text_moderation,0,0,0.14419790961335976,0.13815880155377694,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.14419790961335976,0.006759885902283713,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-169,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10791622774039178,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.006549175712279975,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-202,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10785506905503643,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.006199453942826949,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-209,compact_after_rule,koala_text_moderation,0,0,0.15340400441030996,0.14920387994160209,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.15340400441030996,0.016957906947936863,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-213,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10777460316526521,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.00573904812335968,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-220,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10808679202466027,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.007523537933593616,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-256,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10794672820722016,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.006723516882630065,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-263,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10779833202942922,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.005874851922271773,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-265,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10776785303137959,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.005700411042198539,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-273,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10778831605369356,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.0058175323938485235,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-279,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10785385553837719,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.006192512868437916,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-326,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.11008878475635335,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.01885483303340152,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-337,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.1079457791294544,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.006718092627124861,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-340,compact_after_rule,koala_text_moderation,0,0,0.2359937852248307,0.2258260395494979,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.2359937852248307,0.00827987605589442,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-342,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10792687581476008,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.00661004547146149,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-380,compact_after_rule,koala_text_moderation,0,0,0.14419790961335976,0.13792256655673643,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.14419790961335976,0.0056788367801345885,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-402,compact_after_rule,koala_text_moderation,0,0,0.18172537106907846,0.17344448890153633,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.18172537106907846,0.00611949319136329,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-410,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10771816249433507,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.005415918349171989,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-411,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10785893749597059,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.0062215801735874265,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-418,compact_after_rule,koala_text_moderation,0,0,0.14419790961335976,0.13797120858918663,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.14419790961335976,0.005901565309613943,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-422,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10787598968420327,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.006319104402791709,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-424,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10786623552043213,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.006263320508878678,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
xstest-425,compact_after_rule,koala_text_moderation,0,0,0.16588493683440042,0.15848151591426402,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.16588493683440042,0.0062023910286370665,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
wildguard-0001,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10773940790255766,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.005537569348234683,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
wildguard-0007,compact_after_rule,koala_text_moderation,0,0,0.11204057032374394,0.10847462951029435,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11204057032374394,0.009733796177897602,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
wildguard-0012,compact_after_rule,koala_text_moderation,0,0,0.36597442595810725,0.3506245569792242,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.36597442595810725,0.005958691443083808,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
wildguard-0035,compact_after_rule,koala_text_moderation,0,0,0.11766559130666072,0.11314502341192174,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.11766559130666072,0.0063105370791163296,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
wildguard-0036,compact_after_rule,koala_text_moderation,0,0,0.16588493683440042,0.15870274468381337,0.3704918497529827,0.3787232386474455,0,0,0,0,0,0,0,0,0.16588493683440042,0.007099465961800888,1349,338,1d06b950a5a4d02a1dac01cb5385a61287f256e844e3ea490d5c256a2ae23ffd,ae0a507bd535b28ce0eb88c972accccd87b95e1f7b7c308c9dcc2ecd1e3310eb
