policy_id,example_id,stack,target_rate,acquisition_threshold,reference_cheap_probability,runtime_cheap_probability,cheap_probability_delta_runtime_minus_reference,reference_distance,reference_route_margin,runtime_route_margin,exact_threshold_tie,runtime_exact_threshold_tie,raw_state_multiplicity,cheap_probability_multiplicity,distance_multiplicity,repeated_raw_cheap_state,repeated_route_distance_mass,route_mismatch,non_tied_route_crossing
rule_to_compact::selective_deployable::0.50,jbb-183,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,jbb-184,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,jbb-187,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,jbb-188,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,jbb-193,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,jbb-197,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,jbb-199,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0007,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0020,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0031,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0101,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0128,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0179,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0239,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0260,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0298,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0319,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0326,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0369,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0392,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0398,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0408,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0465,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0471,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0502,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0544,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0557,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0629,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0654,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0675,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0702,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0715,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0734,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0781,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0784,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0799,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0836,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0837,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0839,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0843,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0862,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0904,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0926,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0948,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0963,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-0970,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1029,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1034,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1036,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1037,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1099,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1101,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1102,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1130,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1132,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1139,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1176,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1181,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1226,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1238,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1242,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1307,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1347,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1386,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1413,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1417,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1474,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1483,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1514,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1538,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1562,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1590,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1614,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1618,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1629,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
rule_to_compact::selective_deployable::0.50,wildguard-1654,rule_to_compact,0.5,0.3788306421336455,0.12116935786635455,0.12116935786635455,0.0,0.3788306421336455,0.0,0.0,True,True,190,190,190,True,True,False,False
